Date,Open,High,Low,Close,Benefit,Tolerance,Month,Weekday
2019-09-27,1.092311,1.095842,1.090584,1.092275,-3.599999999992498e-05,0.005257999999999985,9,5
2019-09-30,1.094164,1.094811,1.088767,1.094271,0.00010700000000007925,0.006043999999999938,9,1
2019-10-01,1.089918,1.093733,1.088151,1.089966,4.8000000000048004e-05,0.005581999999999976,10,2
2019-10-02,1.093542,1.095794,1.090524,1.093494,-4.8000000000048004e-05,0.005269999999999886,10,3
2019-10-03,1.096203,1.099832,1.094188,1.096371,0.00016799999999994597,0.005643999999999982,10,4
2019-10-04,1.09749,1.099227,1.095914,1.097538,4.799999999982596e-05,0.0033129999999998994,10,5
2019-10-07,1.09866,1.10011,1.096371,1.09866,0.0,0.003738999999999937,10,1
2019-10-08,1.097273,1.0998,1.094667,1.097213,-5.999999999994898e-05,0.005133000000000054,10,2
2019-10-09,1.096022,1.099199,1.095554,1.096011,-1.0999999999983245e-05,0.0036450000000001204,10,3
2019-10-10,1.098587,1.103387,1.098044,1.09878,0.00019300000000010975,0.005342999999999876,10,4
2019-10-11,1.101443,1.1062,1.100388,1.101103,-0.00034000000000000696,0.00581200000000015,10,5
2019-10-14,1.102816,1.1043,1.101516,1.103,0.00018399999999996197,0.0027840000000001197,10,1
2019-10-15,1.102584,1.104545,1.099276,1.102901,0.0003169999999999007,0.00526900000000019,10,2
2019-10-16,1.1034,1.107628,1.102354,1.103473,7.299999999998974e-05,0.005274000000000001,10,3
2019-10-17,1.10743,1.113995,1.106586,1.107493,6.300000000014627e-05,0.007408999999999999,10,4
2019-10-18,1.112718,1.116196,1.111506,1.112718,0.0,0.004689999999999861,10,5
2019-10-21,1.115611,1.118068,1.114,1.115573,-3.799999999998249e-05,0.0040679999999999605,10,1
2019-10-22,1.1152,1.116071,1.112471,1.115175,-2.4999999999941735e-05,0.0036000000000000476,10,2
2019-10-23,1.112966,1.113338,1.110803,1.112929,-3.6999999999842714e-05,0.002534999999999954,10,3
2019-10-24,1.113263,1.11657,1.109385,1.113239,-2.3999999999801958e-05,0.007184999999999997,10,4
2019-10-25,1.110445,1.112595,1.108045,1.110396,-4.899999999996574e-05,0.004550000000000054,10,5
2019-10-28,1.108475,1.110667,1.107714,1.108426,-4.900000000018778e-05,0.0029529999999999834,10,1
2019-10-29,1.110248,1.111877,1.107506,1.109915,-0.0003329999999999167,0.004370999999999903,10,2
2019-10-30,1.111222,1.112595,1.110334,1.111482,0.000260000000000149,0.0022610000000000685,10,3
2019-10-31,1.115424,1.117693,1.113375,1.115449,2.4999999999941735e-05,0.004318000000000044,10,4
2019-11-01,1.115611,1.117443,1.113078,1.11571,9.900000000007125e-05,0.004364999999999952,11,5
2019-11-04,1.116944,1.117701,1.1142,1.116657,-0.0002869999999999262,0.0035009999999999764,11,1
2019-11-05,1.11283,1.1139,1.106464,1.112855,2.4999999999941735e-05,0.007435999999999998,11,2
2019-11-06,1.107444,1.109509,1.106746,1.10742,-2.4000000000024002e-05,0.002763000000000071,11,3
2019-11-07,1.107064,1.109139,1.103801,1.10704,-2.4000000000024002e-05,0.005338000000000065,11,4
2019-11-08,1.10346,1.103814,1.10178,1.10197,-0.0014900000000002134,0.0020340000000000913,11,5
2019-11-11,1.102281,1.104362,1.101722,1.102244,-3.700000000006476e-05,0.0026399999999999757,11,1
2019-11-12,1.103485,1.104118,1.100388,1.103546,6.0999999999866716e-05,0.003730000000000011,11,2
2019-11-13,1.101212,1.10205,1.10011,1.101237,2.4999999999941735e-05,0.0019400000000000528,11,3
2019-11-14,1.100873,1.101783,1.099082,1.101322,0.0004489999999999217,0.0027010000000000645,11,4
2019-11-15,1.102293,1.105583,1.101528,1.10205,-0.00024299999999999322,0.00405499999999992,11,5
2019-11-18,1.1054,1.1091,1.1054,1.10551,0.0001100000000000545,0.0037000000000000366,11,1
2019-11-19,1.107224,1.108525,1.106427,1.107236,1.2000000000123023e-05,0.0020979999999999333,11,2
2019-11-20,1.108033,1.108279,1.105363,1.108,-3.2999999999949736e-05,0.0029159999999999187,11,3
2019-11-21,1.107898,1.109644,1.106378,1.107886,-1.2000000000123023e-05,0.003265999999999991,11,4
2019-11-22,1.106562,1.107861,1.102864,1.106586,2.4000000000024002e-05,0.004996999999999918,11,5
2019-11-25,1.102414,1.103387,1.100619,1.102256,-0.0001580000000001025,0.0027679999999998817,11,1
2019-11-26,1.1012,1.102657,1.1008,1.101443,0.00024299999999999322,0.0018569999999999975,11,2
2019-11-27,1.102208,1.102208,1.099336,1.102256,4.799999999982596e-05,0.0028719999999999857,11,3
2019-11-28,1.100606,1.101928,1.100158,1.100485,-0.00012100000000003774,0.0017700000000000493,11,4
2019-11-29,1.101128,1.10267,1.098286,1.101176,4.799999999982596e-05,0.0043839999999999435,11,5
2019-12-02,1.101771,1.108918,1.100376,1.101904,0.00013299999999993872,0.00854200000000005,12,1
2019-12-03,1.107604,1.109262,1.106648,1.107911,0.00030700000000005723,0.002613999999999894,12,2
2019-12-04,1.108181,1.111346,1.106795,1.108525,0.00034399999999989994,0.004550999999999972,12,3
2019-12-05,1.108267,1.110494,1.107996,1.108303,3.6000000000147026e-05,0.0024980000000001112,12,4
2019-12-06,1.11042,1.111235,1.104228,1.110543,0.00012300000000009526,0.0070069999999999855,12,5
2019-12-09,1.10578,1.108033,1.1054,1.105889,0.00010899999999991472,0.0026330000000001075,12,1
2019-12-10,1.106452,1.109755,1.106354,1.106499,4.6999999999908226e-05,0.0034009999999999874,12,2
2019-12-11,1.109385,1.109878,1.107175,1.109275,-0.0001100000000000545,0.0027029999999999,12,3
2019-12-12,1.113325,1.115337,1.111185,1.113586,0.00026100000000006673,0.0041519999999999335,12,4
2019-12-13,1.118343,1.118693,1.111889,1.118606,0.0002629999999999022,0.006804000000000032,12,5
2019-12-16,1.11252,1.115785,1.112347,1.112446,-7.399999999990747e-05,0.003438000000000052,12,1
2019-12-17,1.11371,1.117319,1.11309,1.113697,-1.3000000000040757e-05,0.004229000000000038,12,2
2019-12-18,1.11515,1.11515,1.111136,1.115138,-1.2000000000123023e-05,0.004014000000000184,12,3
2019-12-19,1.111593,1.114243,1.110988,1.111593,0.0,0.003255000000000008,12,4
2019-12-20,1.112372,1.112595,1.107432,1.112595,0.00022300000000008424,0.005163000000000029,12,5
2019-12-23,1.107984,1.109755,1.10715,1.107984,0.0,0.0026049999999999685,12,1
2019-12-24,1.109299,1.109755,1.107064,1.109385,8.60000000000305e-05,0.002690999999999999,12,2
2019-12-25,1.109139,1.110864,1.107788,1.109016,-0.00012300000000009526,0.0030760000000000787,12,3
2019-12-26,1.109509,1.110494,1.108279,1.109545,3.599999999992498e-05,0.002215000000000078,12,4
2019-12-27,1.110124,1.118068,1.11,1.110112,-1.2000000000123023e-05,0.008067999999999964,12,5
2019-12-30,1.118155,1.12207,1.118155,1.11823,7.500000000004725e-05,0.003914999999999891,12,1
2019-12-31,1.120448,1.124101,1.120072,1.12023,-0.00021800000000005149,0.00402900000000006,12,2
2020-01-01,1.122083,1.122838,1.115947,1.122083,0.0,0.0068909999999999805,1,3
2020-01-02,1.121894,1.122712,1.116682,1.122083,0.00018899999999999473,0.00602999999999998,1,4
2020-01-03,1.117081,1.118068,1.11257,1.117144,6.299999999992423e-05,0.005498000000000003,1,5
2020-01-06,1.116246,1.120825,1.11581,1.116196,-5.0000000000105516e-05,0.005014999999999992,1,1
2020-01-07,1.119583,1.119946,1.113487,1.119799,0.00021599999999999397,0.006459000000000215,1,2
2020-01-08,1.115573,1.11652,1.111086,1.115474,-9.899999999984921e-05,0.005433999999999939,1,3
2020-01-09,1.111444,1.112223,1.109509,1.111321,-0.00012300000000009526,0.002713999999999883,1,4
2020-01-10,1.110926,1.1121,1.108623,1.111111,0.0001849999999998797,0.0034770000000001744,1,5
2020-01-13,1.111655,1.114467,1.111408,1.111667,1.1999999999900979e-05,0.003059000000000145,1,1
2020-01-14,1.113449,1.114579,1.110556,1.113573,0.000124000000000013,0.004022999999999888,1,2
2020-01-15,1.112966,1.116346,1.112025,1.11309,0.000124000000000013,0.004321000000000019,1,3
2020-01-16,1.11527,1.117194,1.112978,1.1154,0.00012999999999996348,0.0042159999999999975,1,4
2020-01-17,1.1138,1.1145,1.108758,1.113958,0.0001580000000001025,0.005742000000000136,1,5
2020-01-20,1.109521,1.110494,1.107751,1.109459,-6.20000000000065e-05,0.002743000000000162,1,1
2020-01-21,1.109644,1.111976,1.108647,1.109693,4.899999999996574e-05,0.0033290000000001374,1,2
2020-01-22,1.108586,1.109779,1.107162,1.108561,-2.500000000016378e-05,0.0026170000000000915,1,3
2020-01-23,1.109755,1.110322,1.103704,1.109644,-0.00011099999999997223,0.006618000000000013,1,4
2020-01-24,1.105534,1.106085,1.102123,1.105522,-1.2000000000123023e-05,0.003962000000000021,1,5
2020-01-27,1.102633,1.103997,1.101006,1.102536,-9.700000000001374e-05,0.002990999999999966,1,1
2020-01-28,1.101965,1.102657,1.099856,1.101977,1.1999999999900979e-05,0.0028010000000000534,1,2
2020-01-29,1.102293,1.103022,1.099324,1.102256,-3.700000000006476e-05,0.003697999999999979,1,3
2020-01-30,1.101406,1.103655,1.100824,1.101686,0.00027999999999983594,0.002831000000000028,1,4
2020-01-31,1.102876,1.109016,1.101795,1.102913,3.700000000006476e-05,0.007220999999999922,1,5
2020-02-03,1.108906,1.108906,1.10435,1.108979,7.299999999998974e-05,0.0045560000000000045,2,1
2020-02-04,1.106293,1.106562,1.103387,1.106293,0.0,0.00317500000000015,2,2
2020-02-05,1.104472,1.10485,1.099832,1.104728,0.000256000000000034,0.005018000000000189,2,3
2020-02-06,1.100049,1.101285,1.096551,1.100231,0.00018199999999990446,0.004734000000000016,2,4
2020-02-07,1.098105,1.098699,1.094691,1.098298,0.0001929999999998877,0.0040080000000000116,2,5
2020-02-10,1.094871,1.096131,1.09096,1.094931,6.000000000017103e-05,0.005171000000000037,2,1
2020-02-11,1.091227,1.0927,1.089348,1.091346,0.00011899999999998023,0.0033520000000000216,2,2
2020-02-12,1.09218,1.0925,1.088708,1.091941,-0.0002389999999998782,0.0037920000000000176,2,3
2020-02-13,1.087642,1.089087,1.083553,1.087595,-4.6999999999908226e-05,0.005533999999999928,2,4
2020-02-14,1.084599,1.086248,1.08313,1.084599,0.0,0.003118000000000176,2,5
2020-02-17,1.084058,1.0854,1.083025,1.084175,0.00011700000000014477,0.002375000000000016,2,1
2020-02-18,1.083705,1.0839,1.078691,1.084011,0.0003060000000001395,0.005209000000000019,2,2
2020-02-19,1.079471,1.080847,1.07836,1.07954,6.899999999987472e-05,0.002486999999999906,2,3
2020-02-20,1.080964,1.0821,1.077958,1.08101,4.599999999999049e-05,0.00414200000000009,2,4
2020-02-21,1.078772,1.086366,1.078772,1.0788,2.799999999991698e-05,0.007593999999999879,2,5
2020-02-24,1.083858,1.086366,1.080847,1.083905,4.6999999999908226e-05,0.005519000000000052,2,1
2020-02-25,1.084905,1.088175,1.083177,1.08492,1.5000000000098268e-05,0.004997999999999836,2,2
2020-02-26,1.0881,1.090358,1.085564,1.0882,9.999999999998899e-05,0.004793999999999965,2,3
2020-02-27,1.088566,1.10057,1.088566,1.088589,2.300000000010627e-05,0.012004000000000126,2,4
2020-02-28,1.099554,1.105278,1.095158,1.099723,0.00016900000000008575,0.010119999999999907,2,5
2020-03-02,1.105253,1.116408,1.103728,1.105131,-0.00012199999999995548,0.012680000000000025,3,1
2020-03-03,1.11443,1.12075,1.10973,1.114405,-2.4999999999941735e-05,0.011019999999999808,3,2
2020-03-04,1.11773,1.118568,1.109693,1.118068,0.0003380000000001715,0.008874999999999966,3,3
2020-03-05,1.113908,1.120448,1.112174,1.113908,0.0,0.008274000000000115,3,4
2020-03-06,1.122385,1.135473,1.121391,1.122385,0.0,0.014081999999999928,3,5
2020-03-09,1.138615,1.149584,1.13568,1.138602,-1.3000000000040757e-05,0.013903999999999916,3,1
2020-03-10,1.139744,1.142296,1.133414,1.139796,5.199999999994098e-05,0.008882000000000057,3,2
2020-03-11,1.131618,1.136596,1.125901,1.131651,3.2999999999949736e-05,0.010694999999999899,3,3
2020-03-12,1.126075,1.133286,1.108082,1.126152,7.700000000010476e-05,0.025204000000000004,3,4
2020-03-13,1.118356,1.122133,1.106537,1.118493,0.00013700000000005375,0.015595999999999943,3,5
2020-03-16,1.115959,1.12354,1.108869,1.115536,-0.00042299999999984017,0.014670999999999879,3,1
2020-03-17,1.116333,1.118906,1.095794,1.116321,-1.2000000000123023e-05,0.02311200000000002,3,2
2020-03-18,1.101686,1.1045,1.083189,1.101552,-0.00013399999999985646,0.02131100000000008,3,3
2020-03-19,1.094343,1.094559,1.069793,1.096155,0.0018119999999999248,0.024766000000000066,3,4
2020-03-20,1.065848,1.082989,1.065451,1.065735,-0.0001129999999998077,0.017538000000000054,3,5
2020-03-23,1.068753,1.082485,1.066041,1.069439,0.0006859999999999644,0.016443999999999903,3,1
2020-03-24,1.076473,1.08885,1.075338,1.076461,-1.2000000000123023e-05,0.01351200000000019,3,2
2020-03-25,1.080124,1.084952,1.077018,1.080264,0.00013999999999980695,0.007933999999999886,3,3
2020-03-26,1.088755,1.102548,1.087654,1.088957,0.00020200000000003548,0.014894000000000185,3,4
2020-03-27,1.104618,1.108647,1.095518,1.104826,0.00020799999999998597,0.013128999999999946,3,5
2020-03-30,1.113536,1.113784,1.101225,1.113908,0.0003719999999998169,0.012559000000000209,3,1
2020-03-31,1.10284,1.104362,1.092968,1.103047,0.00020700000000006824,0.011394000000000126,3,2
2020-04-01,1.102816,1.103753,1.09187,1.102657,-0.00015900000000002024,0.011883000000000088,4,3
2020-04-02,1.095098,1.096299,1.084434,1.095362,0.000264000000000042,0.011865000000000014,4,4
2020-04-03,1.084387,1.085894,1.07762,1.08474,0.0003530000000000477,0.008273999999999893,4,5
2020-04-06,1.080824,1.083435,1.076925,1.080696,-0.00012799999999990597,0.006510000000000016,4,1
2020-04-07,1.080194,1.092335,1.07914,1.08038,0.00018599999999979744,0.013195000000000068,4,2
2020-04-08,1.089431,1.089621,1.083177,1.089514,8.300000000005525e-05,0.006443999999999894,4,3
2020-04-09,1.086118,1.094355,1.08418,1.086366,0.000248000000000026,0.010175000000000045,4,4
2020-04-10,1.092598,1.09541,1.092108,1.092741,0.00014300000000000423,0.003301999999999916,4,5
2020-04-13,1.093135,1.096852,1.08936,1.093267,0.000132000000000021,0.007491999999999832,4,1
2020-04-14,1.091953,1.098394,1.091572,1.092299,0.00034599999999995745,0.006822000000000106,4,2
2020-04-15,1.098237,1.098901,1.085765,1.098539,0.00030200000000002447,0.013135999999999814,4,3
2020-04-16,1.090382,1.090774,1.082966,1.09051,0.000128000000000128,0.007807999999999815,4,4
2020-04-17,1.086012,1.089325,1.081268,1.085847,-0.00016499999999997073,0.008057000000000203,4,5
2020-04-20,1.086626,1.089704,1.084305,1.086697,7.099999999993223e-05,0.005398999999999932,4,1
2020-04-21,1.086354,1.087997,1.081795,1.086484,0.00012999999999996348,0.006202000000000041,4,2
2020-04-22,1.085741,1.088317,1.082427,1.085647,-9.40000000000385e-05,0.005889999999999951,4,3
2020-04-23,1.080684,1.084399,1.075836,1.080964,0.000280000000000058,0.008562999999999876,4,4
2020-04-24,1.077633,1.081771,1.072766,1.077702,6.899999999987472e-05,0.00900499999999993,4,5
2020-04-27,1.082368,1.086036,1.081221,1.082368,0.0,0.004815000000000014,4,1
2020-04-28,1.08272,1.088969,1.081128,1.082485,-0.00023499999999998522,0.007840999999999987,4,2
2020-04-29,1.083236,1.087429,1.083166,1.083658,0.00042199999999992244,0.004262999999999906,4,3
2020-04-30,1.087666,1.096996,1.083565,1.087725,5.900000000003125e-05,0.013431000000000193,4,4
2020-05-01,1.094475,1.101625,1.093542,1.094547,7.199999999984996e-05,0.008083000000000062,5,5
2020-05-04,1.095746,1.095782,1.090132,1.095963,0.0002169999999999117,0.005649999999999933,5,1
2020-05-05,1.090453,1.092132,1.082696,1.090429,-2.3999999999801958e-05,0.009436,5,2
2020-05-06,1.084011,1.084481,1.078423,1.083858,-0.00015300000000006975,0.006058000000000119,5,3
2020-05-07,1.080054,1.081572,1.076751,1.079855,-0.00019900000000006024,0.004820999999999964,5,4
2020-05-08,1.083694,1.087335,1.081631,1.083717,2.300000000010627e-05,0.005703999999999931,5,5
2020-05-11,1.084011,1.085305,1.080427,1.083952,-5.900000000003125e-05,0.004877999999999938,5,1
2020-05-12,1.080917,1.088045,1.078539,1.080941,2.4000000000024002e-05,0.009506000000000014,5,2
2020-05-13,1.084634,1.089336,1.083142,1.084681,4.6999999999908226e-05,0.006194000000000033,5,3
2020-05-14,1.082193,1.082485,1.077656,1.082368,0.00017500000000003624,0.004828999999999972,5,4
2020-05-15,1.080625,1.084952,1.079086,1.080696,7.100000000015427e-05,0.005865999999999927,5,5
2020-05-18,1.081947,1.091274,1.080089,1.082134,0.00018699999999993722,0.011185,5,1
2020-05-19,1.091584,1.097514,1.090275,1.091512,-7.2000000000072e-05,0.0072389999999999954,5,2
2020-05-20,1.093016,1.099904,1.09292,1.092777,-0.0002389999999998782,0.006984000000000101,5,3
2020-05-21,1.097936,1.100873,1.093948,1.098298,0.00036199999999997345,0.00692500000000007,5,4
2020-05-22,1.095242,1.09553,1.088613,1.09529,4.8000000000048004e-05,0.00691699999999984,5,5
2020-05-25,1.090905,1.091465,1.087205,1.09078,-0.00012499999999993072,0.0042599999999999305,5,1
2020-05-26,1.090108,1.099155,1.089835,1.0903,0.00019199999999996997,0.009319999999999995,5,2
2020-05-27,1.098056,1.102986,1.093661,1.098177,0.00012100000000003774,0.009325000000000028,5,3
2020-05-28,1.101528,1.107187,1.099312,1.101686,0.00015799999999988046,0.007874999999999854,5,4
2020-05-29,1.107812,1.114467,1.10704,1.107911,9.900000000007125e-05,0.007427000000000072,5,5
2020-06-01,1.111457,1.1152,1.110149,1.111852,0.00039500000000014523,0.005050999999999917,6,1
2020-06-02,1.112557,1.11957,1.111568,1.112595,3.799999999998249e-05,0.008002000000000065,6,2
2020-06-03,1.118568,1.124999,1.118105,1.118944,0.00037599999999993194,0.006894000000000178,6,3
2020-06-04,1.123722,1.136054,1.119595,1.123595,-0.00012700000000021028,0.016459,6,4
2020-06-05,1.133723,1.138395,1.128566,1.133787,6.4000000000064e-05,0.009829000000000088,6,5
2020-06-08,1.131606,1.131875,1.126951,1.131952,0.0003460000000001795,0.0049239999999999284,6,1
2020-06-09,1.130288,1.136338,1.124366,1.130557,0.00026900000000007473,0.011972000000000094,6,2
2020-06-10,1.133414,1.138887,1.133414,1.133222,-0.00019199999999996997,0.005473000000000061,6,3
2020-06-11,1.136868,1.140017,1.132605,1.136544,-0.00032399999999999096,0.007411999999999974,6,4
2020-06-12,1.128936,1.13398,1.123469,1.128808,-0.00012799999999990597,0.010510999999999937,6,5
2020-06-15,1.125416,1.129203,1.122876,1.125201,-0.00021500000000007624,0.0063269999999999715,6,1
2020-06-16,1.1338,1.134984,1.123166,1.133774,-2.599999999985947e-05,0.011817999999999884,6,2
2020-06-17,1.126494,1.129688,1.121026,1.12657,7.599999999996498e-05,0.008661999999999948,6,3
2020-06-18,1.124126,1.126253,1.120461,1.12429,0.000164000000000053,0.005792000000000019,6,4
2020-06-19,1.120724,1.1253,1.117393,1.1211,0.00037599999999993194,0.007906999999999886,6,5
2020-06-22,1.117943,1.126773,1.117556,1.117756,-0.00018699999999993722,0.00921700000000003,6,1
2020-06-23,1.127714,1.1349,1.123431,1.127968,0.00025399999999997647,0.011468999999999951,6,2
2020-06-24,1.131363,1.132631,1.125987,1.131235,-0.00012799999999990597,0.006643999999999872,6,3
2020-06-25,1.125138,1.125999,1.119144,1.125087,-5.100000000002325e-05,0.0068550000000000555,6,4
2020-06-26,1.122083,1.123899,1.119783,1.122208,0.00012500000000015277,0.0041160000000000085,6,5
2020-06-29,1.12241,1.128923,1.122057,1.122586,0.00017600000000017602,0.006865999999999817,6,1
2020-06-30,1.124708,1.126164,1.119232,1.12472,1.1999999999900979e-05,0.006931999999999938,6,2
2020-07-01,1.123368,1.127459,1.118919,1.123595,0.00022699999999997722,0.008539999999999992,7,3
2020-07-02,1.12534,1.130327,1.122776,1.125138,-0.00020200000000003548,0.007551000000000085,7,4
2020-07-03,1.123974,1.125113,1.122108,1.123785,-0.00018899999999999473,0.0030049999999999244,7,5
2020-07-06,1.124885,1.134687,1.124885,1.12472,-0.00016499999999997073,0.009802000000000088,7,1
2020-07-07,1.13103,1.133658,1.126037,1.131286,0.000256000000000034,0.0076210000000001,7,2
2020-07-08,1.127281,1.134559,1.126519,1.127523,0.0002420000000000755,0.008040000000000047,7,3
2020-07-09,1.133787,1.137268,1.128796,1.133915,0.00012799999999990597,0.008472000000000035,7,4
2020-07-10,1.128923,1.132477,1.12572,1.128796,-0.00012699999999998823,0.006756999999999902,7,5
2020-07-13,1.130876,1.137048,1.130454,1.131004,0.00012799999999990597,0.006593999999999989,7,1
2020-07-14,1.134584,1.140706,1.132631,1.13455,-3.4000000000089514e-05,0.008075000000000054,7,2
2020-07-15,1.141084,1.1453,1.139354,1.14107,-1.399999999995849e-05,0.005946000000000007,7,3
2020-07-16,1.141735,1.1443,1.137954,1.141719,-1.6000000000016e-05,0.006346000000000185,7,4
2020-07-17,1.13865,1.144165,1.137889,1.139212,0.0005619999999999514,0.00627600000000017,7,5
2020-07-20,1.143955,1.146789,1.140524,1.144296,0.0003409999999999247,0.006264999999999965,7,1
2020-07-21,1.145764,1.149801,1.142622,1.145869,0.00010500000000002174,0.0071790000000000465,7,2
2020-07-22,1.153509,1.160093,1.150854,1.153403,-0.00010599999999993948,0.009238999999999997,7,3
2020-07-23,1.156671,1.162426,1.154215,1.156872,0.0002009999999998957,0.008210999999999968,7,4
2020-07-24,1.159501,1.164009,1.158171,1.159608,0.00010700000000007925,0.00583800000000001,7,5
2020-07-27,1.165257,1.177953,1.165257,1.165257,0.0,0.01269600000000004,7,1
2020-07-28,1.176651,1.177579,1.1701,1.176928,0.00027700000000008274,0.007479000000000013,7,2
2020-07-29,1.172058,1.177899,1.171495,1.17188,-0.00017800000000001148,0.006404000000000076,7,3
2020-07-30,1.178689,1.180735,1.173268,1.178287,-0.00040200000000001346,0.0074670000000001124,7,4
2020-07-31,1.187366,1.190799,1.180261,1.187225,-0.00014099999999994672,0.010537999999999936,7,5
2020-08-03,1.178411,1.178759,1.170138,1.178231,-0.000180000000000069,0.00862099999999999,8,1
2020-08-04,1.176055,1.180498,1.172415,1.176332,0.0002769999999998607,0.008083000000000062,8,2
2020-08-05,1.181488,1.190533,1.179997,1.181544,5.599999999983396e-05,0.0105360000000001,8,3
2020-08-06,1.187366,1.191185,1.182075,1.187282,-8.399999999997299e-05,0.009109999999999951,8,4
2020-08-07,1.187507,1.188354,1.175655,1.187648,0.00014099999999994672,0.012699000000000016,8,5
2020-08-10,1.178245,1.1802,1.1743,1.178273,2.799999999991698e-05,0.005900000000000016,8,1
2020-08-11,1.173764,1.180498,1.172319,1.173778,1.399999999995849e-05,0.008178999999999936,8,2
2020-08-12,1.173985,1.181265,1.171303,1.173654,-0.00033100000000008123,0.009962000000000026,8,3
2020-08-13,1.179649,1.1864,1.179468,1.17938,-0.0002689999999998527,0.006931999999999938,8,4
2020-08-14,1.181893,1.1838,1.178467,1.181656,-0.00023700000000004273,0.005333000000000032,8,5
2020-08-17,1.185045,1.188072,1.18304,1.185255,0.00021000000000004349,0.005031999999999925,8,1
2020-08-18,1.187931,1.196516,1.187536,1.187648,-0.0002830000000000332,0.008979999999999988,8,2
2020-08-19,1.194729,1.195457,1.189343,1.194786,5.699999999997374e-05,0.006113999999999953,8,3
2020-08-20,1.184175,1.186845,1.180652,1.18435,0.00017500000000003624,0.006192999999999893,8,4
2020-08-21,1.187085,1.188637,1.17549,1.187366,0.0002809999999999757,0.01314700000000002,8,5
2020-08-24,1.179913,1.185255,1.17862,1.179802,-0.00011099999999997223,0.0066349999999999465,8,1
2020-08-25,1.179523,1.184413,1.178481,1.179454,-6.900000000009676e-05,0.005932000000000048,8,2
2020-08-26,1.183334,1.183992,1.177607,1.183502,0.00016799999999994597,0.006384999999999863,8,3
2020-08-27,1.184021,1.189853,1.176623,1.184273,0.00025199999999991896,0.013230000000000075,8,4
